 input file is 
10um-10nm-1000F.inp           
 input file comments follow:
*****************************************************
10um host, 100nm rim, 10nm Fe x 1000 FIXED
*****************************************************
 number of processors:
  11
 input parameters for run number 
    1
 number of spheres, volume size parameter:
 1002  0.45777E+02
 position file:
                                                            
 output file:
dat/700nm.dat                                               
 length, ref. indx. scale factors:
   0.009   1.000   1.000
 chiral factors:
  0.00000E+00  0.00000E+00
 scattering matrix directions based on incident frame
 automatic scattering angle calculation
 thetamin, thetamax:
      0.0    180.0
 phimin, phimax:
      0.0      0.0
 number scattering angles:
      181
 epsmie, epssoln, max number iterations:
  0.1000E-05  0.1000E-07 5000
 medium refractive index:
  1.0000  0.0000
 target euler rotation angles:
    0.0000    0.0000    0.0000
 far field kr, iterations/correction:
  0.1000E+09   20
 plane wave incidence
 fixed orientation calculations
 incident azimuth and polar angles:
     0.000     0.000
 common expansion epsilon:
  0.1000E-05
 scattering coefficients calculated, stored in file 
sc/700nm.sc.dat                                             
 calculation results for run 
    1
 sphere host   ka     x-x(host) y-y(host) z-z(host)  Re(m)     Im(m)      Qext         Qsca        Qabs         Qabs(V)
  760    2    0.0449  -30.2825   25.9479   21.6692  3.428230  3.399010  0.00000E+00  0.11404E-05  0.11183E-02  0.11183E-02
  761    2    0.0449   13.4130   37.7964   21.4179  3.428230  3.399010  0.00000E+00  0.11520E-05  0.11306E-02  0.11306E-02
  762    2    0.0449  -41.7948   17.1977    3.9769  3.428230  3.399010  0.00000E+00  0.12968E-04  0.12721E-01  0.12721E-01
  763    2    0.0449   35.2160   -0.8438   28.2112  3.428230  3.399010  0.00000E+00  0.36828E-06  0.36132E-03  0.36132E-03
  764    2    0.0449   -8.0709  -29.4031  -33.0743  3.428230  3.399010  0.00000E+00  0.15006E-03  0.14706E+00  0.14706E+00
  765    2    0.0449   25.9903  -17.2946   33.0902  3.428230  3.399010  0.00000E+00  0.13046E-06  0.12806E-03  0.12806E-03
  766    2    0.0449   32.0068    3.9130  -31.6044  3.428230  3.399010  0.00000E+00  0.13516E-03  0.13249E+00  0.13249E+00
  767    2    0.0449  -39.7101   11.9683   17.8197  3.428230  3.399010  0.00000E+00  0.22421E-05  0.21983E-02  0.21983E-02
  768    2    0.0449  -19.1136   40.3382    5.7228  3.428230  3.399010  0.00000E+00  0.12076E-04  0.11840E-01  0.11840E-01
  769    2    0.0449   27.4954    0.2833   36.0775  3.428230  3.399010  0.00000E+00  0.73055E-07  0.71446E-04  0.71446E-04
  770    2    0.0449   20.8912   38.8283  -10.3287  3.428230  3.399010  0.00000E+00  0.47563E-04  0.46648E-01  0.46648E-01
  771    2    0.0449   12.8041  -42.9747    5.6407  3.428230  3.399010  0.00000E+00  0.11575E-04  0.11350E-01  0.11350E-01
  772    2    0.0449   23.9726   36.2182   12.9889  3.428230  3.399010  0.00000E+00  0.43185E-05  0.42357E-02  0.42357E-02
  773    2    0.0449   44.9073    5.1994    1.8002  3.428230  3.399010  0.00000E+00  0.17300E-04  0.16961E-01  0.16961E-01
  774    2    0.0449   40.7839   19.5104   -2.5710  3.428230  3.399010  0.00000E+00  0.25891E-04  0.25390E-01  0.25390E-01
  775    2    0.0449  -44.1084   -7.6737    6.3707  3.428230  3.399010  0.00000E+00  0.10509E-04  0.10305E-01  0.10305E-01
  776    2    0.0449  -33.3496  -13.9293  -27.3167  3.428230  3.399010  0.00000E+00  0.10749E-03  0.10544E+00  0.10544E+00
  777    2    0.0449    0.6743   -6.4094   45.0221  3.428230  3.399010  0.00000E+00  0.73830E-07  0.74215E-04  0.74215E-04
  778    2    0.0449  -38.1688  -10.4905  -21.9223  3.428230  3.399010  0.00000E+00  0.90939E-04  0.89187E-01  0.89187E-01
  779    2    0.0449  -15.0747   42.1400   -9.2830  3.428230  3.399010  0.00000E+00  0.36148E-04  0.35500E-01  0.35500E-01
  780    2    0.0449  -24.5081   -3.0221  -37.8549  3.428230  3.399010  0.00000E+00  0.15397E-03  0.15097E+00  0.15097E+00
  781    2    0.0449   36.3316   10.3745  -24.8578  3.428230  3.399010  0.00000E+00  0.10357E-03  0.10156E+00  0.10156E+00
  782    2    0.0449   17.1877  -23.8416  -34.2686  3.428230  3.399010  0.00000E+00  0.14574E-03  0.14285E+00  0.14285E+00
  783    2    0.0449   23.3492    3.5340  -38.4597  3.428230  3.399010  0.00000E+00  0.16246E-03  0.15925E+00  0.15925E+00
  784    2    0.0449   -9.4018  -41.0407   16.4406  3.428230  3.399010  0.00000E+00  0.27550E-05  0.27000E-02  0.27000E-02
  785    2    0.0449   -3.3368   43.0405  -13.5383  3.428230  3.399010  0.00000E+00  0.59712E-04  0.58555E-01  0.58555E-01
  786    2    0.0449  -28.2055   26.4295   23.1570  3.428230  3.399010  0.00000E+00  0.94004E-06  0.92207E-03  0.92207E-03
  787    2    0.0449  -29.3691   18.5373  -28.7966  3.428230  3.399010  0.00000E+00  0.12619E-03  0.12370E+00  0.12370E+00
  788    2    0.0449  -18.3566  -28.5656   30.1989  3.428230  3.399010  0.00000E+00  0.24261E-06  0.23791E-03  0.23791E-03
  789    2    0.0449  -10.8114   37.6031   22.6046  3.428230  3.399010  0.00000E+00  0.10286E-05  0.10088E-02  0.10088E-02
  790    2    0.0449  -38.9447   -0.4667  -22.8792  3.428230  3.399010  0.00000E+00  0.98934E-04  0.97001E-01  0.97001E-01
  791    2    0.0449   -6.8708   15.5882   41.7064  3.428230  3.399010  0.00000E+00  0.56247E-08  0.54973E-05  0.54973E-05
  792    2    0.0449   -2.5608  -27.2679   36.2907  3.428230  3.399010  0.00000E+00  0.68038E-07  0.66493E-04  0.66493E-04
  793    2    0.0449    2.1143   37.1541  -25.8359  3.428230  3.399010  0.00000E+00  0.10214E-03  0.10019E+00  0.10019E+00
  794    2    0.0449    5.5230   45.0926    0.0533  3.428230  3.399010  0.00000E+00  0.18860E-04  0.18502E-01  0.18502E-01
  795    2    0.0449    9.1569   10.1247  -43.5123  3.428230  3.399010  0.00000E+00  0.12814E-03  0.12595E+00  0.12595E+00
  796    2    0.0449  -33.0701   30.7320    1.7207  3.428230  3.399010  0.00000E+00  0.17903E-04  0.17554E-01  0.17554E-01
  797    2    0.0449   34.2247   19.9667   21.6657  3.428230  3.399010  0.00000E+00  0.12242E-05  0.11998E-02  0.11998E-02
  798    2    0.0449    7.8927   -4.3096  -44.3873  3.428230  3.399010  0.00000E+00  0.16239E-03  0.15930E+00  0.15930E+00
  799    2    0.0449  -21.4883   31.2021   24.8361  3.428230  3.399010  0.00000E+00  0.69053E-06  0.67705E-03  0.67705E-03
  800    2    0.0449  -27.3839  -35.1959    9.8644  3.428230  3.399010  0.00000E+00  0.57643E-05  0.56588E-02  0.56588E-02
  801    2    0.0449  -25.8615   16.7800   33.2138  3.428230  3.399010  0.00000E+00  0.14052E-06  0.13787E-03  0.13787E-03
  802    2    0.0449   29.9902  -31.8658   11.8654  3.428230  3.399010  0.00000E+00  0.50180E-05  0.49217E-02  0.49217E-02
  803    2    0.0449   -5.3121   44.8632    2.7965  3.428230  3.399010  0.00000E+00  0.15457E-04  0.15158E-01  0.15158E-01
  804    2    0.0449    9.9202   -1.9032   44.4803  3.428230  3.399010  0.00000E+00  0.15452E-07  0.15297E-04  0.15297E-04
  805    2    0.0449  -37.4116   11.6761   22.0536  3.428230  3.399010  0.00000E+00  0.11816E-05  0.11582E-02  0.11582E-02
  806    2    0.0449   -7.7216   -5.7561   44.0790  3.428230  3.399010  0.00000E+00  0.63933E-07  0.62410E-04  0.62410E-04
  807    2    0.0449  -29.3755   13.0284  -32.1182  3.428230  3.399010  0.00000E+00  0.11259E-03  0.11050E+00  0.11050E+00
  808    2    0.0449  -28.7395   23.5666  -25.6113  3.428230  3.399010  0.00000E+00  0.11195E-03  0.10975E+00  0.10975E+00
  809    2    0.0449    2.4383  -30.3349  -33.7349  3.428230  3.399010  0.00000E+00  0.11718E-03  0.11502E+00  0.11502E+00
  810    2    0.0449  -12.8864   -7.2235   43.1054  3.428230  3.399010  0.00000E+00  0.35145E-07  0.34046E-04  0.34046E-04
  811    2    0.0449   41.0379  -16.7105   -8.9364  3.428230  3.399010  0.00000E+00  0.45002E-04  0.44125E-01  0.44125E-01
  812    2    0.0449   -2.5851   10.2671   44.2944  3.428230  3.399010  0.00000E+00  0.12152E-07  0.11885E-04  0.11885E-04
  813    2    0.0449  -25.1082  -33.5977  -16.7132  3.428230  3.399010  0.00000E+00  0.74777E-04  0.73310E-01  0.73310E-01
  814    2    0.0449  -16.2344   37.4997   19.0935  3.428230  3.399010  0.00000E+00  0.18780E-05  0.18408E-02  0.18408E-02
  815    2    0.0449   -6.7410   23.3033   38.4141  3.428230  3.399010  0.00000E+00  0.33668E-07  0.33346E-04  0.33346E-04
  816    2    0.0449  -38.5389    5.7909   22.9008  3.428230  3.399010  0.00000E+00  0.96517E-06  0.94679E-03  0.94679E-03
  817    2    0.0449  -37.0368   22.4602   14.1801  3.428230  3.399010  0.00000E+00  0.33437E-05  0.32809E-02  0.32809E-02
  818    2    0.0449   36.5677   23.0134  -13.6960  3.428230  3.399010  0.00000E+00  0.57477E-04  0.56381E-01  0.56381E-01
  819    2    0.0449   39.8183   -9.2812  -19.4545  3.428230  3.399010  0.00000E+00  0.80054E-04  0.78524E-01  0.78524E-01
  820    2    0.0449  -16.9334  -21.7834  -36.0156  3.428230  3.399010  0.00000E+00  0.12970E-03  0.12728E+00  0.12728E+00
  821    2    0.0449   31.2366   31.0490   11.1448  3.428230  3.399010  0.00000E+00  0.53330E-05  0.52317E-02  0.52317E-02
  822    2    0.0449   17.3868   11.4719   40.0104  3.428230  3.399010  0.00000E+00  0.52497E-07  0.51237E-04  0.51237E-04
  823    2    0.0449    9.6770  -20.5082  -39.1514  3.428230  3.399010  0.00000E+00  0.15293E-03  0.14997E+00  0.14997E+00
  824    2    0.0449   17.8503   36.0115   20.4649  3.428230  3.399010  0.00000E+00  0.14777E-05  0.14494E-02  0.14494E-02
  825    2    0.0449    2.2942   44.8941    7.3243  3.428230  3.399010  0.00000E+00  0.82017E-05  0.80511E-02  0.80511E-02
  826    2    0.0449  -12.0870   34.2455   27.3161  3.428230  3.399010  0.00000E+00  0.42596E-06  0.41755E-03  0.41755E-03
  827    2    0.0449    0.4985   24.7291  -37.6358  3.428230  3.399010  0.00000E+00  0.16655E-03  0.16322E+00  0.16322E+00
  828    2    0.0449   26.2809  -26.9941   25.1101  3.428230  3.399010  0.00000E+00  0.65631E-06  0.64319E-03  0.64319E-03
  829    2    0.0449   43.1412    6.0176  -13.6461  3.428230  3.399010  0.00000E+00  0.48356E-04  0.47484E-01  0.47484E-01
  830    2    0.0449  -19.2836   40.1014    8.7676  3.428230  3.399010  0.00000E+00  0.74627E-05  0.73206E-02  0.73206E-02
  831    2    0.0449  -35.8492   21.6219   16.8296  3.428230  3.399010  0.00000E+00  0.26539E-05  0.26015E-02  0.26015E-02
  832    2    0.0449  -31.8815   15.9801   27.7194  3.428230  3.399010  0.00000E+00  0.40592E-06  0.39805E-03  0.39805E-03
  833    2    0.0449   43.2755    5.9590  -11.0325  3.428230  3.399010  0.00000E+00  0.55073E-04  0.53987E-01  0.53987E-01
  834    2    0.0449   -2.3203   40.3263   20.5714  3.428230  3.399010  0.00000E+00  0.13786E-05  0.13528E-02  0.13528E-02
  835    2    0.0449  -20.1113  -11.5024  -39.1401  3.428230  3.399010  0.00000E+00  0.12823E-03  0.12593E+00  0.12593E+00
  836    2    0.0449  -28.3709   34.8680   -4.2511  3.428230  3.399010  0.00000E+00  0.31761E-04  0.31140E-01  0.31140E-01
  837    2    0.0449  -27.1415   23.8058   27.4002  3.428230  3.399010  0.00000E+00  0.43315E-06  0.42473E-03  0.42473E-03
  838    2    0.0449   41.4509  -15.5928   -8.4801  3.428230  3.399010  0.00000E+00  0.45461E-04  0.44568E-01  0.44568E-01
  839    2    0.0449   39.3215  -14.5590   16.6668  3.428230  3.399010  0.00000E+00  0.27204E-05  0.26663E-02  0.26663E-02
  840    2    0.0449  -12.4038  -43.8065    2.4621  3.428230  3.399010  0.00000E+00  0.13792E-04  0.13538E-01  0.13538E-01
  841    2    0.0449    9.8840  -12.7536  -42.1856  3.428230  3.399010  0.00000E+00  0.17176E-03  0.16838E+00  0.16838E+00
  842    2    0.0449   28.3671  -21.3963  -28.2903  3.428230  3.399010  0.00000E+00  0.10210E-03  0.10020E+00  0.10020E+00
  843    2    0.0449  -40.6516  -20.3319    2.9723  3.428230  3.399010  0.00000E+00  0.13318E-04  0.13070E-01  0.13070E-01
  844    2    0.0449   33.0610  -12.4449  -28.0244  3.428230  3.399010  0.00000E+00  0.12436E-03  0.12190E+00  0.12190E+00
  845    2    0.0449  -36.2502  -26.7639   -2.8212  3.428230  3.399010  0.00000E+00  0.28085E-04  0.27536E-01  0.27536E-01
  846    2    0.0449   38.2016   10.6637   21.7018  3.428230  3.399010  0.00000E+00  0.12008E-05  0.11770E-02  0.11770E-02
  847    2    0.0449  -25.8878  -20.3351   31.0510  3.428230  3.399010  0.00000E+00  0.21976E-06  0.21554E-03  0.21554E-03
  848    2    0.0449  -44.4303   -5.9320   -4.8497  3.428230  3.399010  0.00000E+00  0.34222E-04  0.33549E-01  0.33549E-01
  849    2    0.0449   29.3564    8.1153   34.0012  3.428230  3.399010  0.00000E+00  0.10862E-06  0.10623E-03  0.10623E-03
  850    2    0.0449  -24.5743  -15.7135   34.9110  3.428230  3.399010  0.00000E+00  0.85850E-07  0.84411E-04  0.84411E-04
  851    2    0.0449  -32.0842  -17.2859   27.2967  3.428230  3.399010  0.00000E+00  0.41404E-06  0.40584E-03  0.40584E-03
  852    2    0.0449   36.4064  -19.7891  -18.5602  3.428230  3.399010  0.00000E+00  0.71193E-04  0.69855E-01  0.69855E-01
  853    2    0.0449   12.1166  -43.5627    1.6404  3.428230  3.399010  0.00000E+00  0.17561E-04  0.17221E-01  0.17221E-01
  854    2    0.0449  -19.6508   28.6849  -28.9671  3.428230  3.399010  0.00000E+00  0.11709E-03  0.11482E+00  0.11482E+00
  855    2    0.0449   -0.2312   43.3913  -13.1372  3.428230  3.399010  0.00000E+00  0.55184E-04  0.54133E-01  0.54133E-01
  856    2    0.0449  -10.8961   43.7943   -3.5531  3.428230  3.399010  0.00000E+00  0.28437E-04  0.27888E-01  0.27888E-01
  857    2    0.0449    1.0611  -43.2944   13.0715  3.428230  3.399010  0.00000E+00  0.44122E-05  0.43264E-02  0.43264E-02
  858    2    0.0449  -43.2988  -13.0664    4.4964  3.428230  3.399010  0.00000E+00  0.11807E-04  0.11585E-01  0.11585E-01
  859    2    0.0449   21.6349  -23.9963   31.5896  3.428230  3.399010  0.00000E+00  0.20777E-06  0.20358E-03  0.20358E-03
  860    2    0.0449  -29.5177  -20.4473   27.8541  3.428230  3.399010  0.00000E+00  0.37988E-06  0.37245E-03  0.37245E-03
  861    2    0.0449   11.6952   19.4614   39.5807  3.428230  3.399010  0.00000E+00  0.39713E-07  0.38589E-04  0.38589E-04
  862    2    0.0449  -27.6533   28.0320   22.0731  3.428230  3.399010  0.00000E+00  0.11520E-05  0.11293E-02  0.11293E-02
  863    2    0.0449   27.2870   -4.7463  -35.8429  3.428230  3.399010  0.00000E+00  0.13676E-03  0.13417E+00  0.13417E+00
  864    2    0.0449   -4.6092  -36.5903  -26.4210  3.428230  3.399010  0.00000E+00  0.99756E-04  0.97874E-01  0.97874E-01
  865    2    0.0449   33.4283   23.9621   18.6297  3.428230  3.399010  0.00000E+00  0.19823E-05  0.19435E-02  0.19435E-02
  866    2    0.0449  -36.4497    2.4604   26.3596  3.428230  3.399010  0.00000E+00  0.55366E-06  0.54279E-03  0.54279E-03
  867    2    0.0449  -23.3301   15.4050   35.8081  3.428230  3.399010  0.00000E+00  0.85077E-07  0.83037E-04  0.83037E-04
  868    2    0.0449   26.0551   16.8971   32.8395  3.428230  3.399010  0.00000E+00  0.14670E-06  0.14390E-03  0.14390E-03
  869    2    0.0449  -40.0580   -5.4782  -20.7247  3.428230  3.399010  0.00000E+00  0.76661E-04  0.75234E-01  0.75234E-01
  870    2    0.0449  -11.0168   26.1602   35.2748  3.428230  3.399010  0.00000E+00  0.99626E-07  0.97612E-04  0.97612E-04
  871    2    0.0449   37.3624    3.5679  -25.4081  3.428230  3.399010  0.00000E+00  0.99223E-04  0.97336E-01  0.97336E-01
  872    2    0.0449   32.6156   20.6470   23.3553  3.428230  3.399010  0.00000E+00  0.90301E-06  0.88579E-03  0.88579E-03
  873    2    0.0449  -44.3136    5.1810   -8.2082  3.428230  3.399010  0.00000E+00  0.39195E-04  0.38449E-01  0.38449E-01
  874    2    0.0449   -3.3910   44.2886    9.3545  3.428230  3.399010  0.00000E+00  0.68142E-05  0.66860E-02  0.66860E-02
  875    2    0.0449   42.9739   -9.5441    9.1554  3.428230  3.399010  0.00000E+00  0.79503E-05  0.77960E-02  0.77960E-02
  876    2    0.0449  -29.6557   30.4973  -16.4445  3.428230  3.399010  0.00000E+00  0.57096E-04  0.56065E-01  0.56065E-01
  877    2    0.0449  -39.4565    4.8917  -21.3896  3.428230  3.399010  0.00000E+00  0.93958E-04  0.92116E-01  0.92116E-01
  878    2    0.0449   20.9801  -37.2514   14.6490  3.428230  3.399010  0.00000E+00  0.35794E-05  0.35102E-02  0.35102E-02
  879    2    0.0449  -11.0365   40.1194   17.4314  3.428230  3.399010  0.00000E+00  0.24047E-05  0.23580E-02  0.23580E-02
  880    2    0.0449    1.7752  -13.5232  -43.3749  3.428230  3.399010  0.00000E+00  0.13756E-03  0.13512E+00  0.13512E+00
  881    2    0.0449   -8.1043   14.2914  -42.1554  3.428230  3.399010  0.00000E+00  0.16221E-03  0.15907E+00  0.15907E+00
  882    2    0.0449    0.1803   20.5275  -40.0083  3.428230  3.399010  0.00000E+00  0.17886E-03  0.17525E+00  0.17525E+00
  883    2    0.0449  -28.0966   12.1497   33.4794  3.428230  3.399010  0.00000E+00  0.13580E-06  0.13296E-03  0.13296E-03
  884    2    0.0449   -9.5465  -29.5742  -32.9612  3.428230  3.399010  0.00000E+00  0.12694E-03  0.12453E+00  0.12453E+00
  885    2    0.0449   36.1994   17.3217   20.5440  3.428230  3.399010  0.00000E+00  0.14619E-05  0.14335E-02  0.14335E-02
  886    2    0.0449  -31.9619   29.2074   12.2879  3.428230  3.399010  0.00000E+00  0.51958E-05  0.50947E-02  0.50947E-02
  887    2    0.0449   23.5940   12.3502  -36.6509  3.428230  3.399010  0.00000E+00  0.13854E-03  0.13589E+00  0.13589E+00
  888    2    0.0449   10.6221   43.5290    7.9538  3.428230  3.399010  0.00000E+00  0.77322E-05  0.75883E-02  0.75883E-02
  889    2    0.0449  -25.3716  -16.9111   33.1111  3.428230  3.399010  0.00000E+00  0.16505E-06  0.16169E-03  0.16169E-03
  890    2    0.0449    0.2291  -19.9762   40.8401  3.428230  3.399010  0.00000E+00  0.30315E-07  0.29181E-04  0.29181E-04
  891    2    0.0449  -36.2910  -20.3561  -18.0862  3.428230  3.399010  0.00000E+00  0.70778E-04  0.69437E-01  0.69437E-01
  892    2    0.0449   42.3187  -11.7678  -10.7830  3.428230  3.399010  0.00000E+00  0.50520E-04  0.49541E-01  0.49541E-01
  893    2    0.0449    0.7579  -45.3809    2.8514  3.428230  3.399010  0.00000E+00  0.13924E-04  0.13660E-01  0.13660E-01
  894    2    0.0449    2.9906  -45.5571    1.1817  3.428230  3.399010  0.00000E+00  0.15305E-04  0.15027E-01  0.15027E-01
  895    2    0.0449  -25.1100  -34.5719   15.8955  3.428230  3.399010  0.00000E+00  0.26022E-05  0.25542E-02  0.25542E-02
  896    2    0.0449   22.6556   15.2107   36.3190  3.428230  3.399010  0.00000E+00  0.65114E-07  0.63753E-04  0.63753E-04
  897    2    0.0449  -36.9355  -16.7494  -20.0238  3.428230  3.399010  0.00000E+00  0.84610E-04  0.82977E-01  0.82977E-01
  898    2    0.0449   -5.3687  -44.0255   -9.2363  3.428230  3.399010  0.00000E+00  0.43663E-04  0.42826E-01  0.42826E-01
  899    2    0.0449  -26.2240  -24.1033   28.1968  3.428230  3.399010  0.00000E+00  0.35183E-06  0.34519E-03  0.34519E-03
  900    2    0.0449  -24.7445  -10.3179   36.3202  3.428230  3.399010  0.00000E+00  0.57671E-07  0.56803E-04  0.56803E-04
  901    2    0.0449   41.8132   17.0027    4.4238  3.428230  3.399010  0.00000E+00  0.12427E-04  0.12189E-01  0.12189E-01
  902    2    0.0449   40.8677  -19.0699    0.5244  3.428230  3.399010  0.00000E+00  0.20743E-04  0.20336E-01  0.20336E-01
  903    2    0.0449   43.5048   -5.8564  -11.7401  3.428230  3.399010  0.00000E+00  0.47693E-04  0.46800E-01  0.46800E-01
  904    2    0.0449    2.1483    7.3435  -44.9151  3.428230  3.399010  0.00000E+00  0.13297E-03  0.13063E+00  0.13063E+00
  905    2    0.0449   29.5732   -2.0861   34.3748  3.428230  3.399010  0.00000E+00  0.10200E-06  0.99914E-04  0.99914E-04
  906    2    0.0449  -43.0881   -9.6759   10.2615  3.428230  3.399010  0.00000E+00  0.62022E-05  0.60833E-02  0.60833E-02
  907    2    0.0449   -0.7744    2.3849   45.1789  3.428230  3.399010  0.00000E+00  0.39785E-06  0.39707E-03  0.39707E-03
  908    2    0.0449    7.3279   -3.1168   44.4386  3.428230  3.399010  0.00000E+00  0.24162E-07  0.23573E-04  0.23573E-04
  909    2    0.0449  -23.4128   20.3188   32.8932  3.428230  3.399010  0.00000E+00  0.14746E-06  0.14468E-03  0.14468E-03
  910    2    0.0449  -21.1950   16.9030   36.7171  3.428230  3.399010  0.00000E+00  0.61674E-07  0.60454E-04  0.60454E-04
  911    2    0.0449  -13.1854  -43.2992    3.5529  3.428230  3.399010  0.00000E+00  0.13373E-04  0.13121E-01  0.13121E-01
  912    2    0.0449  -39.2085  -10.8865  -19.5041  3.428230  3.399010  0.00000E+00  0.87055E-04  0.85351E-01  0.85351E-01
  913    2    0.0449  -27.5037   11.8458  -33.8053  3.428230  3.399010  0.00000E+00  0.14272E-03  0.13991E+00  0.13991E+00
  914    2    0.0449  -42.9407   -9.9276   -9.7320  3.428230  3.399010  0.00000E+00  0.49033E-04  0.48071E-01  0.48071E-01
  915    2    0.0449  -36.1249   12.0239  -25.0612  3.428230  3.399010  0.00000E+00  0.83294E-04  0.81801E-01  0.81801E-01
  916    2    0.0449  -13.5505  -42.4309    9.2725  3.428230  3.399010  0.00000E+00  0.65932E-05  0.64703E-02  0.64703E-02
  917    2    0.0449  -33.0019  -26.6970   15.7424  3.428230  3.399010  0.00000E+00  0.29666E-05  0.29095E-02  0.29095E-02
  918    2    0.0449  -33.8545  -28.8683   -7.3418  3.428230  3.399010  0.00000E+00  0.41710E-04  0.40890E-01  0.40890E-01
  919    2    0.0449   44.3253   -0.8191   -8.6352  3.428230  3.399010  0.00000E+00  0.44724E-04  0.43849E-01  0.43849E-01
  920    2    0.0449  -32.9950    0.1217   30.9857  3.428230  3.399010  0.00000E+00  0.21899E-06  0.21472E-03  0.21472E-03
  921    2    0.0449  -16.3091    5.8724   41.9508  3.428230  3.399010  0.00000E+00  0.27466E-07  0.26481E-04  0.26481E-04
  922    2    0.0449    6.0627  -21.2149  -39.2562  3.428230  3.399010  0.00000E+00  0.17310E-03  0.16964E+00  0.16964E+00
  923    2    0.0449   37.0471   26.1564    1.8692  3.428230  3.399010  0.00000E+00  0.16050E-04  0.15744E-01  0.15744E-01
  924    2    0.0449   18.0087   14.2932   39.3752  3.428230  3.399010  0.00000E+00  0.40713E-07  0.39661E-04  0.39661E-04
  925    2    0.0449  -36.5404  -24.5152   11.1675  3.428230  3.399010  0.00000E+00  0.53886E-05  0.52851E-02  0.52851E-02
  926    2    0.0449   -6.3429   37.8161  -24.0307  3.428230  3.399010  0.00000E+00  0.98834E-04  0.96923E-01  0.96923E-01
  927    2    0.0449   36.4727   26.4116    3.9970  3.428230  3.399010  0.00000E+00  0.13853E-04  0.13584E-01  0.13584E-01
  928    2    0.0449   17.0452   41.6597    6.0120  3.428230  3.399010  0.00000E+00  0.10121E-04  0.99291E-02  0.99291E-02
  929    2    0.0449   40.2744  -14.3990  -14.8251  3.428230  3.399010  0.00000E+00  0.63461E-04  0.62240E-01  0.62240E-01
  930    2    0.0449   14.6576   23.7499   35.8578  3.428230  3.399010  0.00000E+00  0.83704E-07  0.81727E-04  0.81727E-04
  931    2    0.0449  -17.8958  -33.3009   24.4526  3.428230  3.399010  0.00000E+00  0.78496E-06  0.76954E-03  0.76954E-03
  932    2    0.0449  -28.9225   34.5504   -3.8152  3.428230  3.399010  0.00000E+00  0.29786E-04  0.29207E-01  0.29207E-01
  933    2    0.0449    8.2936  -44.4516    3.4105  3.428230  3.399010  0.00000E+00  0.13931E-04  0.13665E-01  0.13665E-01
  934    2    0.0449  -27.7311   19.5364   30.2705  3.428230  3.399010  0.00000E+00  0.23798E-06  0.23354E-03  0.23354E-03
  935    2    0.0449  -21.4776   -9.3821   39.0083  3.428230  3.399010  0.00000E+00  0.40997E-07  0.40172E-04  0.40172E-04
  936    2    0.0449   -2.1412   17.5590   41.6674  3.428230  3.399010  0.00000E+00  0.37009E-07  0.35685E-04  0.35685E-04
  937    2    0.0449   26.8648  -31.3276   18.7241  3.428230  3.399010  0.00000E+00  0.18646E-05  0.18288E-02  0.18288E-02
  938    2    0.0449  -35.7448    8.3352  -26.7606  3.428230  3.399010  0.00000E+00  0.96927E-04  0.95127E-01  0.95127E-01
  939    2    0.0449   26.0047  -23.5882   28.5113  3.428230  3.399010  0.00000E+00  0.34872E-06  0.34211E-03  0.34211E-03
  940    2    0.0449   20.2647  -35.5893   19.2981  3.428230  3.399010  0.00000E+00  0.17372E-05  0.17034E-02  0.17034E-02
  941    2    0.0449  -18.4880   32.4646   25.9420  3.428230  3.399010  0.00000E+00  0.52796E-06  0.51801E-03  0.51801E-03
  942    2    0.0449  -13.2191   -5.5703  -43.1323  3.428230  3.399010  0.00000E+00  0.13845E-03  0.13598E+00  0.13598E+00
  943    2    0.0449  -40.4713   -9.8214  -17.7429  3.428230  3.399010  0.00000E+00  0.74147E-04  0.72717E-01  0.72717E-01
  944    2    0.0449   20.8352  -33.7587  -22.2851  3.428230  3.399010  0.00000E+00  0.78386E-04  0.76953E-01  0.76953E-01
  945    2    0.0449   29.6025    4.6247   33.8150  3.428230  3.399010  0.00000E+00  0.12775E-06  0.12511E-03  0.12511E-03
  946    2    0.0449  -24.5394  -32.7515   19.2707  3.428230  3.399010  0.00000E+00  0.17678E-05  0.17331E-02  0.17331E-02
  947    2    0.0449   -5.4903   43.2640  -11.8874  3.428230  3.399010  0.00000E+00  0.54988E-04  0.53918E-01  0.53918E-01
  948    2    0.0449  -22.8679   38.1971  -10.0218  3.428230  3.399010  0.00000E+00  0.38860E-04  0.38155E-01  0.38155E-01
  949    2    0.0449  -26.5777  -30.0927   20.8285  3.428230  3.399010  0.00000E+00  0.13553E-05  0.13294E-02  0.13294E-02
  950    2    0.0449    1.0410  -37.0345   26.6668  3.428230  3.399010  0.00000E+00  0.44764E-06  0.43943E-03  0.43943E-03
  951    2    0.0449  -15.3670  -10.4202   41.4234  3.428230  3.399010  0.00000E+00  0.22491E-07  0.22219E-04  0.22219E-04
  952    2    0.0449    9.6232   44.4052   -3.5753  3.428230  3.399010  0.00000E+00  0.24436E-04  0.23987E-01  0.23987E-01
  953    2    0.0449   -8.3385  -38.7907   22.0176  3.428230  3.399010  0.00000E+00  0.10853E-05  0.10643E-02  0.10643E-02
  954    2    0.0449   31.2795   11.7220   30.6878  3.428230  3.399010  0.00000E+00  0.21697E-06  0.21301E-03  0.21301E-03
  955    2    0.0449  -19.1559   -6.4839   40.3024  3.428230  3.399010  0.00000E+00  0.33722E-07  0.32785E-04  0.32785E-04
