 input file is 
10um-10nm-1000F.inp           
 input file comments follow:
*****************************************************
10um host, 100nm rim, 10nm Fe x 1000 FIXED
*****************************************************
 number of processors:
  11
 input parameters for run number 
    1
 number of spheres, volume size parameter:
 1002  0.45777E+02
 position file:
                                                            
 output file:
dat/700nm.dat                                               
 length, ref. indx. scale factors:
   0.009   1.000   1.000
 chiral factors:
  0.00000E+00  0.00000E+00
 scattering matrix directions based on incident frame
 automatic scattering angle calculation
 thetamin, thetamax:
      0.0    180.0
 phimin, phimax:
      0.0      0.0
 number scattering angles:
      181
 epsmie, epssoln, max number iterations:
  0.1000E-05  0.1000E-07 5000
 medium refractive index:
  1.0000  0.0000
 target euler rotation angles:
    0.0000    0.0000    0.0000
 far field kr, iterations/correction:
  0.1000E+09   20
 plane wave incidence
 fixed orientation calculations
 incident azimuth and polar angles:
     0.000     0.000
 common expansion epsilon:
  0.1000E-05
 scattering coefficients calculated, stored in file 
sc/700nm.sc.dat                                             
 calculation results for run 
    1
 sphere host   ka     x-x(host) y-y(host) z-z(host)  Re(m)     Im(m)      Qext         Qsca        Qabs         Qabs(V)
  368    2    0.0449   28.4631  -22.4320  -27.6054  3.428230  3.399010  0.00000E+00  0.91639E-04  0.89995E-01  0.89995E-01
  369    2    0.0449   14.3797   -2.7203   42.8992  3.428230  3.399010  0.00000E+00  0.29908E-07  0.28865E-04  0.28865E-04
  370    2    0.0449   25.8426   -9.2843  -36.4082  3.428230  3.399010  0.00000E+00  0.11263E-03  0.11063E+00  0.11063E+00
  371    2    0.0449  -10.4727   29.2019  -33.5418  3.428230  3.399010  0.00000E+00  0.10325E-03  0.10144E+00  0.10144E+00
  372    2    0.0449    3.3708  -41.9099  -16.1989  3.428230  3.399010  0.00000E+00  0.75348E-04  0.73859E-01  0.73859E-01
  373    2    0.0449  -33.1484   20.0262   23.7575  3.428230  3.399010  0.00000E+00  0.78439E-06  0.76948E-03  0.76948E-03
  374    2    0.0449  -11.6892  -11.0479  -42.3400  3.428230  3.399010  0.00000E+00  0.15652E-03  0.15352E+00  0.15352E+00
  375    2    0.0449  -11.7481  -39.6566  -18.9727  3.428230  3.399010  0.00000E+00  0.67936E-04  0.66692E-01  0.66692E-01
  376    2    0.0449    6.3063  -24.7039  -37.1904  3.428230  3.399010  0.00000E+00  0.16121E-03  0.15798E+00  0.15798E+00
  377    2    0.0449  -42.7719   -3.6368   15.1524  3.428230  3.399010  0.00000E+00  0.29633E-05  0.29084E-02  0.29084E-02
  378    2    0.0449    1.3769   10.5894  -44.2140  3.428230  3.399010  0.00000E+00  0.13774E-03  0.13529E+00  0.13529E+00
  379    2    0.0449  -19.7889  -35.8874  -19.3641  3.428230  3.399010  0.00000E+00  0.77366E-04  0.75896E-01  0.75896E-01
  380    2    0.0449  -41.3355    2.2857   18.4169  3.428230  3.399010  0.00000E+00  0.19513E-05  0.19138E-02  0.19138E-02
  381    2    0.0449   33.8133    7.7052   29.1193  3.428230  3.399010  0.00000E+00  0.32222E-06  0.31605E-03  0.31605E-03
  382    2    0.0449    7.3535   25.9812  -36.0922  3.428230  3.399010  0.00000E+00  0.15812E-03  0.15498E+00  0.15498E+00
  383    2    0.0449   33.9012  -20.6639   22.2558  3.428230  3.399010  0.00000E+00  0.99504E-06  0.97662E-03  0.97662E-03
  384    2    0.0449   28.2896   -7.1345   34.9135  3.428230  3.399010  0.00000E+00  0.85985E-07  0.84566E-04  0.84566E-04
  385    2    0.0449   23.9177   -5.0801  -38.0653  3.428230  3.399010  0.00000E+00  0.14973E-03  0.14684E+00  0.14684E+00
  386    2    0.0449   11.2374  -17.6987   39.9820  3.428230  3.399010  0.00000E+00  0.49941E-07  0.48860E-04  0.48860E-04
  387    2    0.0449  -42.7553    7.4388  -13.6726  3.428230  3.399010  0.00000E+00  0.51721E-04  0.50768E-01  0.50768E-01
  388    2    0.0449  -42.1618  -15.4283    8.0959  3.428230  3.399010  0.00000E+00  0.72837E-05  0.71498E-02  0.71498E-02
  389    2    0.0449   12.1122  -34.5146   26.6384  3.428230  3.399010  0.00000E+00  0.50730E-06  0.49719E-03  0.49719E-03
  390    2    0.0449   -0.7616   43.2657  -12.9868  3.428230  3.399010  0.00000E+00  0.59579E-04  0.58414E-01  0.58414E-01
  391    2    0.0449   24.2829   14.9184  -35.3899  3.428230  3.399010  0.00000E+00  0.12133E-03  0.11913E+00  0.11913E+00
  392    2    0.0449  -36.0668  -27.2375    4.6528  3.428230  3.399010  0.00000E+00  0.11678E-04  0.11458E-01  0.11458E-01
  393    2    0.0449  -23.7182   24.3925   30.0371  3.428230  3.399010  0.00000E+00  0.25548E-06  0.25045E-03  0.25045E-03
  394    2    0.0449   14.5184   25.3388   34.8298  3.428230  3.399010  0.00000E+00  0.87441E-07  0.85926E-04  0.85926E-04
  395    2    0.0449    9.9591  -39.8598   19.7033  3.428230  3.399010  0.00000E+00  0.14764E-05  0.14479E-02  0.14479E-02
  396    2    0.0449  -12.1978  -33.7451   27.3218  3.428230  3.399010  0.00000E+00  0.45423E-06  0.44534E-03  0.44534E-03
  397    2    0.0449  -44.0219    5.8829    8.1547  3.428230  3.399010  0.00000E+00  0.86849E-05  0.85165E-02  0.85165E-02
  398    2    0.0449   -3.5603  -13.9963   42.7521  3.428230  3.399010  0.00000E+00  0.13090E-07  0.12370E-04  0.12370E-04
  399    2    0.0449    0.3755   25.4137   37.4025  3.428230  3.399010  0.00000E+00  0.64640E-07  0.63117E-04  0.63117E-04
  400    2    0.0449  -44.6005   -8.2399   -4.5670  3.428230  3.399010  0.00000E+00  0.26475E-04  0.25990E-01  0.25990E-01
  401    2    0.0449   -1.5860   35.7600  -27.3783  3.428230  3.399010  0.00000E+00  0.12289E-03  0.12045E+00  0.12045E+00
  402    2    0.0449  -19.6316   -8.9486  -39.6868  3.428230  3.399010  0.00000E+00  0.16284E-03  0.15963E+00  0.15963E+00
  403    2    0.0449   16.5438  -41.6381   -4.8642  3.428230  3.399010  0.00000E+00  0.34436E-04  0.33760E-01  0.33760E-01
  404    2    0.0449   -3.7424   45.1736    3.3510  3.428230  3.399010  0.00000E+00  0.13353E-04  0.13102E-01  0.13102E-01
  405    2    0.0449  -25.2174  -11.4568  -35.9996  3.428230  3.399010  0.00000E+00  0.12451E-03  0.12223E+00  0.12223E+00
  406    2    0.0449   43.7091   10.8066    4.8302  3.428230  3.399010  0.00000E+00  0.12262E-04  0.12023E-01  0.12023E-01
  407    2    0.0449    9.3789   -2.9158   44.1054  3.428230  3.399010  0.00000E+00  0.57027E-07  0.55730E-04  0.55730E-04
  408    2    0.0449   17.2653    5.0756   41.3445  3.428230  3.399010  0.00000E+00  0.46130E-07  0.44789E-04  0.44789E-04
  409    2    0.0449   22.3858   35.2208  -17.8810  3.428230  3.399010  0.00000E+00  0.68661E-04  0.67371E-01  0.67371E-01
  410    2    0.0449   40.1529  -21.3472    2.5873  3.428230  3.399010  0.00000E+00  0.13870E-04  0.13612E-01  0.13612E-01
  411    2    0.0449   35.7730   22.8302   16.4902  3.428230  3.399010  0.00000E+00  0.24361E-05  0.23903E-02  0.23903E-02
  412    2    0.0449   -2.2523  -14.1592  -43.2333  3.428230  3.399010  0.00000E+00  0.13053E-03  0.12826E+00  0.12826E+00
  413    2    0.0449   -9.8334   -8.0211   43.6894  3.428230  3.399010  0.00000E+00  0.26868E-07  0.26518E-04  0.26518E-04
  414    2    0.0449   -6.0478  -41.6326   17.0779  3.428230  3.399010  0.00000E+00  0.23396E-05  0.22938E-02  0.22938E-02
  415    2    0.0449  -15.9311   39.4969  -15.1865  3.428230  3.399010  0.00000E+00  0.66644E-04  0.65349E-01  0.65349E-01
  416    2    0.0449   -4.1047  -45.0798   -2.4229  3.428230  3.399010  0.00000E+00  0.24956E-04  0.24478E-01  0.24478E-01
  417    2    0.0449    1.6205   17.2090   42.2493  3.428230  3.399010  0.00000E+00  0.31118E-07  0.29934E-04  0.29934E-04
  418    2    0.0449  -10.0101   10.5971   43.2732  3.428230  3.399010  0.00000E+00  0.34699E-07  0.33368E-04  0.33368E-04
  419    2    0.0449  -19.9436  -11.5408  -39.1117  3.428230  3.399010  0.00000E+00  0.13721E-03  0.13465E+00  0.13465E+00
  420    2    0.0449   16.3650  -41.4631   -7.8015  3.428230  3.399010  0.00000E+00  0.40380E-04  0.39600E-01  0.39600E-01
  421    2    0.0449  -13.4138   42.8195    3.1432  3.428230  3.399010  0.00000E+00  0.16222E-04  0.15904E-01  0.15904E-01
  422    2    0.0449  -21.0292   12.5747  -37.9941  3.428230  3.399010  0.00000E+00  0.15311E-03  0.15013E+00  0.15013E+00
  423    2    0.0449  -39.1516    8.0840  -20.9178  3.428230  3.399010  0.00000E+00  0.93133E-04  0.91303E-01  0.91303E-01
  424    2    0.0449  -14.7045    1.9061   42.7395  3.428230  3.399010  0.00000E+00  0.34602E-07  0.33385E-04  0.33385E-04
  425    2    0.0449    6.4696  -37.5154  -24.1303  3.428230  3.399010  0.00000E+00  0.10864E-03  0.10649E+00  0.10649E+00
  426    2    0.0449    6.1360   -5.6473   44.6730  3.428230  3.399010  0.00000E+00  0.59780E-07  0.57664E-04  0.57664E-04
  427    2    0.0449   19.2988   24.8965   32.3846  3.428230  3.399010  0.00000E+00  0.15121E-06  0.14846E-03  0.14846E-03
  428    2    0.0449   -7.9960   29.3062  -33.6375  3.428230  3.399010  0.00000E+00  0.12712E-03  0.12471E+00  0.12471E+00
  429    2    0.0449   17.9517   -6.2092  -41.2153  3.428230  3.399010  0.00000E+00  0.14223E-03  0.13961E+00  0.13961E+00
  430    2    0.0449   31.6288  -31.3907    8.3471  3.428230  3.399010  0.00000E+00  0.79205E-05  0.77686E-02  0.77686E-02
  431    2    0.0449   24.7801  -33.6208   18.0753  3.428230  3.399010  0.00000E+00  0.19272E-05  0.18911E-02  0.18911E-02
  432    2    0.0449  -12.1289   42.9518    7.7530  3.428230  3.399010  0.00000E+00  0.86443E-05  0.84780E-02  0.84780E-02
  433    2    0.0449    5.3533  -20.0911  -40.2268  3.428230  3.399010  0.00000E+00  0.15167E-03  0.14878E+00  0.14878E+00
  434    2    0.0449  -41.1235  -11.0352  -16.0996  3.428230  3.399010  0.00000E+00  0.58483E-04  0.57407E-01  0.57407E-01
  435    2    0.0449  -40.0970   20.3306    6.4964  3.428230  3.399010  0.00000E+00  0.95054E-05  0.93257E-02  0.93257E-02
  436    2    0.0449  -34.3491  -24.7357  -16.1862  3.428230  3.399010  0.00000E+00  0.66384E-04  0.65116E-01  0.65116E-01
  437    2    0.0449   28.0140    0.7595   35.5916  3.428230  3.399010  0.00000E+00  0.94648E-07  0.92491E-04  0.92491E-04
  438    2    0.0449  -24.9734   18.0998   33.2633  3.428230  3.399010  0.00000E+00  0.13653E-06  0.13396E-03  0.13396E-03
  439    2    0.0449    0.9552  -44.9935   -0.9962  3.428230  3.399010  0.00000E+00  0.24655E-04  0.24169E-01  0.24169E-01
  440    2    0.0449   13.5659  -28.0827   32.8291  3.428230  3.399010  0.00000E+00  0.14113E-06  0.13869E-03  0.13869E-03
  441    2    0.0449   43.7033   -8.6519    7.4668  3.428230  3.399010  0.00000E+00  0.93749E-05  0.91927E-02  0.91927E-02
  442    2    0.0449   -8.5145  -33.6134   28.9457  3.428230  3.399010  0.00000E+00  0.34228E-06  0.33566E-03  0.33566E-03
  443    2    0.0449  -21.3552   39.5714   -7.2180  3.428230  3.399010  0.00000E+00  0.33170E-04  0.32558E-01  0.32558E-01
  444    2    0.0449  -10.3859  -34.4144  -27.6727  3.428230  3.399010  0.00000E+00  0.10410E-03  0.10215E+00  0.10215E+00
  445    2    0.0449  -25.7261  -30.3254  -21.0243  3.428230  3.399010  0.00000E+00  0.97681E-04  0.95741E-01  0.95741E-01
  446    2    0.0449  -20.1420   39.4298  -10.6345  3.428230  3.399010  0.00000E+00  0.42173E-04  0.41397E-01  0.41397E-01
  447    2    0.0449   39.5090    7.1241  -21.1959  3.428230  3.399010  0.00000E+00  0.80095E-04  0.78594E-01  0.78594E-01
  448    2    0.0449  -39.8079  -14.7077   16.3644  3.428230  3.399010  0.00000E+00  0.25200E-05  0.24716E-02  0.24716E-02
  449    2    0.0449   -3.8363   -8.2305  -44.5843  3.428230  3.399010  0.00000E+00  0.13706E-03  0.13463E+00  0.13463E+00
  450    2    0.0449  -28.4490   11.4715  -33.0428  3.428230  3.399010  0.00000E+00  0.14522E-03  0.14234E+00  0.14234E+00
  451    2    0.0449  -29.3862    6.3295   33.6928  3.428230  3.399010  0.00000E+00  0.13588E-06  0.13280E-03  0.13280E-03
  452    2    0.0449   41.0601    2.5238  -19.0930  3.428230  3.399010  0.00000E+00  0.75115E-04  0.73700E-01  0.73700E-01
  453    2    0.0449  -34.7747  -28.2317   -7.3943  3.428230  3.399010  0.00000E+00  0.36213E-04  0.35528E-01  0.35528E-01
  454    2    0.0449   -0.3221  -26.0387  -37.0909  3.428230  3.399010  0.00000E+00  0.13822E-03  0.13557E+00  0.13557E+00
  455    2    0.0449   33.0985   -7.2296  -30.1241  3.428230  3.399010  0.00000E+00  0.11466E-03  0.11250E+00  0.11250E+00
  456    2    0.0449    8.7254    9.3449   43.2251  3.428230  3.399010  0.00000E+00  0.50631E-07  0.49442E-04  0.49442E-04
  457    2    0.0449   11.7986  -15.4373  -41.0599  3.428230  3.399010  0.00000E+00  0.13698E-03  0.13449E+00  0.13449E+00
  458    2    0.0449   11.8415  -42.3019  -10.8284  3.428230  3.399010  0.00000E+00  0.50263E-04  0.49292E-01  0.49292E-01
  459    2    0.0449   -2.2881   14.2513  -43.0072  3.428230  3.399010  0.00000E+00  0.14878E-03  0.14602E+00  0.14602E+00
  460    2    0.0449    5.7603   15.4307  -42.3824  3.428230  3.399010  0.00000E+00  0.13524E-03  0.13278E+00  0.13278E+00
  461    2    0.0449   37.8305  -19.1195   16.2651  3.428230  3.399010  0.00000E+00  0.26337E-05  0.25824E-02  0.25824E-02
  462    2    0.0449   -3.5909   -8.4155   44.4550  3.428230  3.399010  0.00000E+00  0.67745E-07  0.66208E-04  0.66208E-04
  463    2    0.0449  -27.1836  -32.6261  -16.4222  3.428230  3.399010  0.00000E+00  0.59126E-04  0.58044E-01  0.58044E-01
  464    2    0.0449   -0.4373   37.5383   25.0906  3.428230  3.399010  0.00000E+00  0.67133E-06  0.65829E-03  0.65829E-03
  465    2    0.0449   24.0921  -35.8822  -13.2064  3.428230  3.399010  0.00000E+00  0.60032E-04  0.58862E-01  0.58862E-01
  466    2    0.0449   41.2622   -5.2609  -18.2958  3.428230  3.399010  0.00000E+00  0.68346E-04  0.67072E-01  0.67072E-01
  467    2    0.0449   -3.9416  -41.3199   18.5450  3.428230  3.399010  0.00000E+00  0.18227E-05  0.17882E-02  0.17882E-02
  468    2    0.0449   11.3239   29.0984  -33.1211  3.428230  3.399010  0.00000E+00  0.10901E-03  0.10706E+00  0.10706E+00
  469    2    0.0449   40.8203    6.6144   18.8940  3.428230  3.399010  0.00000E+00  0.17280E-05  0.16947E-02  0.16947E-02
  470    2    0.0449   12.4895   39.2045  -18.6270  3.428230  3.399010  0.00000E+00  0.81924E-04  0.80323E-01  0.80323E-01
  471    2    0.0449   -5.1939   25.5934  -36.9825  3.428230  3.399010  0.00000E+00  0.14289E-03  0.14012E+00  0.14012E+00
  472    2    0.0449   23.1028   21.4662  -32.7438  3.428230  3.399010  0.00000E+00  0.11221E-03  0.11017E+00  0.11017E+00
  473    2    0.0449  -23.0004  -38.9628    3.0989  3.428230  3.399010  0.00000E+00  0.14381E-04  0.14107E-01  0.14107E-01
  474    2    0.0449  -37.2943   22.5609   12.4604  3.428230  3.399010  0.00000E+00  0.46330E-05  0.45453E-02  0.45453E-02
  475    2    0.0449   26.2590  -36.5792   -5.7970  3.428230  3.399010  0.00000E+00  0.32000E-04  0.31394E-01  0.31394E-01
  476    2    0.0449   16.5808  -40.8730   11.4160  3.428230  3.399010  0.00000E+00  0.48932E-05  0.48013E-02  0.48013E-02
  477    2    0.0449  -39.6681   10.5275   18.7276  3.428230  3.399010  0.00000E+00  0.19745E-05  0.19352E-02  0.19352E-02
  478    2    0.0449   -1.6401   19.8506  -40.9684  3.428230  3.399010  0.00000E+00  0.12558E-03  0.12338E+00  0.12338E+00
  479    2    0.0449  -44.4761    4.2613   -9.0129  3.428230  3.399010  0.00000E+00  0.37046E-04  0.36371E-01  0.36371E-01
  480    2    0.0449  -16.8401   12.4633  -40.0742  3.428230  3.399010  0.00000E+00  0.15869E-03  0.15559E+00  0.15559E+00
  481    2    0.0449   16.2101   42.1626    5.6362  3.428230  3.399010  0.00000E+00  0.10070E-04  0.98818E-02  0.98818E-02
  482    2    0.0449   25.8019   26.8202   26.2978  3.428230  3.399010  0.00000E+00  0.48513E-06  0.47623E-03  0.47623E-03
  483    2    0.0449  -19.0167   35.8191   20.4197  3.428230  3.399010  0.00000E+00  0.13819E-05  0.13554E-02  0.13554E-02
  484    2    0.0449  -23.3287  -37.8429   10.3535  3.428230  3.399010  0.00000E+00  0.54626E-05  0.53629E-02  0.53629E-02
  485    2    0.0449  -19.8420   40.5025    6.4141  3.428230  3.399010  0.00000E+00  0.90847E-05  0.89162E-02  0.89162E-02
  486    2    0.0449  -28.7939   31.7481  -13.6555  3.428230  3.399010  0.00000E+00  0.66232E-04  0.64919E-01  0.64919E-01
  487    2    0.0449   -7.5382   43.5532   10.0061  3.428230  3.399010  0.00000E+00  0.64525E-05  0.63287E-02  0.63287E-02
  488    2    0.0449   37.0349   24.8899   -7.1233  3.428230  3.399010  0.00000E+00  0.39595E-04  0.38823E-01  0.38823E-01
  489    2    0.0449   13.6284   39.1180   18.7791  3.428230  3.399010  0.00000E+00  0.17468E-05  0.17139E-02  0.17139E-02
  490    2    0.0449   12.2923   22.2578   37.9116  3.428230  3.399010  0.00000E+00  0.51922E-07  0.50626E-04  0.50626E-04
  491    2    0.0449   26.1468   30.4006  -21.3103  3.428230  3.399010  0.00000E+00  0.79893E-04  0.78394E-01  0.78394E-01
  492    2    0.0449  -16.5246   20.6369  -36.9749  3.428230  3.399010  0.00000E+00  0.12413E-03  0.12184E+00  0.12184E+00
  493    2    0.0449   31.4561  -14.4150  -29.1073  3.428230  3.399010  0.00000E+00  0.12068E-03  0.11833E+00  0.11833E+00
  494    2    0.0449   20.4215   40.7075   -0.7254  3.428230  3.399010  0.00000E+00  0.19214E-04  0.18857E-01  0.18857E-01
  495    2    0.0449  -26.8813   24.7180   26.9516  3.428230  3.399010  0.00000E+00  0.46178E-06  0.45273E-03  0.45273E-03
  496    2    0.0449   35.3321  -28.0266    3.4374  3.428230  3.399010  0.00000E+00  0.14613E-04  0.14330E-01  0.14330E-01
  497    2    0.0449  -22.4042   36.1930  -16.0362  3.428230  3.399010  0.00000E+00  0.59374E-04  0.58278E-01  0.58278E-01
  498    2    0.0449   16.5275  -17.9754  -37.9122  3.428230  3.399010  0.00000E+00  0.16350E-03  0.16026E+00  0.16026E+00
  499    2    0.0449    8.5758  -12.0585  -43.1164  3.428230  3.399010  0.00000E+00  0.12832E-03  0.12610E+00  0.12610E+00
  500    2    0.0449   10.5962   41.8401  -14.8114  3.428230  3.399010  0.00000E+00  0.51867E-04  0.50930E-01  0.50930E-01
  501    2    0.0449  -41.4701   10.2381  -15.2868  3.428230  3.399010  0.00000E+00  0.61350E-04  0.60185E-01  0.60185E-01
  502    2    0.0449  -10.0735  -36.9405   24.7691  3.428230  3.399010  0.00000E+00  0.63381E-06  0.62221E-03  0.62221E-03
  503    2    0.0449   14.2412   42.4887   -5.8703  3.428230  3.399010  0.00000E+00  0.35730E-04  0.35036E-01  0.35036E-01
  504    2    0.0449   13.0148  -27.8241   33.1722  3.428230  3.399010  0.00000E+00  0.15049E-06  0.14754E-03  0.14754E-03
  505    2    0.0449  -26.6480    7.3821  -35.7118  3.428230  3.399010  0.00000E+00  0.14943E-03  0.14650E+00  0.14650E+00
  506    2    0.0449   19.9009   22.1978  -34.0677  3.428230  3.399010  0.00000E+00  0.13372E-03  0.13114E+00  0.13114E+00
  507    2    0.0449   42.3464  -10.8538  -13.1063  3.428230  3.399010  0.00000E+00  0.47022E-04  0.46171E-01  0.46171E-01
  508    2    0.0449   27.4405  -30.1857   19.7421  3.428230  3.399010  0.00000E+00  0.15956E-05  0.15649E-02  0.15649E-02
  509    2    0.0449  -14.6123   -5.1669  -42.7927  3.428230  3.399010  0.00000E+00  0.13228E-03  0.12994E+00  0.12994E+00
  510    2    0.0449   21.5990  -35.1067   18.5810  3.428230  3.399010  0.00000E+00  0.19653E-05  0.19271E-02  0.19271E-02
  511    2    0.0449  -16.4633   34.3922   24.8173  3.428230  3.399010  0.00000E+00  0.64985E-06  0.63761E-03  0.63761E-03
  512    2    0.0449   -3.6852   22.4529   39.4632  3.428230  3.399010  0.00000E+00  0.40947E-07  0.39671E-04  0.39671E-04
  513    2    0.0449   13.4526  -41.7749   11.7395  3.428230  3.399010  0.00000E+00  0.49288E-05  0.48352E-02  0.48352E-02
  514    2    0.0449   20.4010   36.1812  -17.2813  3.428230  3.399010  0.00000E+00  0.81232E-04  0.79620E-01  0.79620E-01
  515    2    0.0449  -33.7149  -30.4187    1.0086  3.428230  3.399010  0.00000E+00  0.17251E-04  0.16927E-01  0.16927E-01
  516    2    0.0449   -5.9002   -3.7983  -44.9922  3.428230  3.399010  0.00000E+00  0.13483E-03  0.13246E+00  0.13246E+00
  517    2    0.0449   16.8087   16.6677  -38.5186  3.428230  3.399010  0.00000E+00  0.15470E-03  0.15169E+00  0.15169E+00
  518    2    0.0449   18.9996   21.5998   35.3979  3.428230  3.399010  0.00000E+00  0.76830E-07  0.75524E-04  0.75524E-04
  519    2    0.0449  -30.8244  -32.8038   -5.5627  3.428230  3.399010  0.00000E+00  0.32167E-04  0.31554E-01  0.31554E-01
  520    2    0.0449   15.7376  -41.6321    9.2419  3.428230  3.399010  0.00000E+00  0.67258E-05  0.66000E-02  0.66000E-02
  521    2    0.0449   41.3739    7.9221  -15.8583  3.428230  3.399010  0.00000E+00  0.74884E-04  0.73399E-01  0.73399E-01
  522    2    0.0449    0.7660   17.6058   41.8817  3.428230  3.399010  0.00000E+00  0.34454E-07  0.33202E-04  0.33202E-04
  523    2    0.0449  -33.6263   22.8547  -19.1901  3.428230  3.399010  0.00000E+00  0.89946E-04  0.88161E-01  0.88161E-01
  524    2    0.0449   26.4669   36.8208   -1.7914  3.428230  3.399010  0.00000E+00  0.22989E-04  0.22553E-01  0.22553E-01
  525    2    0.0449   22.8230  -29.4086  -25.8103  3.428230  3.399010  0.00000E+00  0.10246E-03  0.10049E+00  0.10049E+00
  526    2    0.0449  -10.9768   33.3214   28.8918  3.428230  3.399010  0.00000E+00  0.31046E-06  0.30476E-03  0.30476E-03
  527    2    0.0449   -2.7269   22.2472  -39.4712  3.428230  3.399010  0.00000E+00  0.13694E-03  0.13439E+00  0.13439E+00
  528    2    0.0449   15.7510   28.8051  -31.5843  3.428230  3.399010  0.00000E+00  0.10272E-03  0.10087E+00  0.10087E+00
  529    2    0.0449   21.0858   26.6216  -29.8218  3.428230  3.399010  0.00000E+00  0.12494E-03  0.12250E+00  0.12250E+00
  530    2    0.0449  -39.1458   18.5016   13.0477  3.428230  3.399010  0.00000E+00  0.44473E-05  0.43615E-02  0.43615E-02
  531    2    0.0449   26.0398   34.6241   13.0560  3.428230  3.399010  0.00000E+00  0.44085E-05  0.43228E-02  0.43228E-02
  532    2    0.0449  -43.4531   -7.1500   -9.3156  3.428230  3.399010  0.00000E+00  0.49458E-04  0.48478E-01  0.48478E-01
  533    2    0.0449   31.0216   28.8434  -16.1073  3.428230  3.399010  0.00000E+00  0.66083E-04  0.64821E-01  0.64821E-01
  534    2    0.0449   -5.6174  -42.3045  -14.6510  3.428230  3.399010  0.00000E+00  0.67512E-04  0.66184E-01  0.66184E-01
  535    2    0.0449   16.2634    5.8673   41.8787  3.428230  3.399010  0.00000E+00  0.23447E-07  0.22577E-04  0.22577E-04
  536    2    0.0449  -30.8823   -6.6338   32.2034  3.428230  3.399010  0.00000E+00  0.15792E-06  0.15498E-03  0.15498E-03
  537    2    0.0449  -23.9443  -30.1222   23.6302  3.428230  3.399010  0.00000E+00  0.86214E-06  0.84557E-03  0.84557E-03
  538    2    0.0449  -40.9479   17.8929    7.9047  3.428230  3.399010  0.00000E+00  0.82058E-05  0.80481E-02  0.80481E-02
  539    2    0.0449   32.0030  -32.2605    0.1895  3.428230  3.399010  0.00000E+00  0.18504E-04  0.18156E-01  0.18156E-01
  540    2    0.0449   31.5306  -30.0199   13.1538  3.428230  3.399010  0.00000E+00  0.39879E-05  0.39129E-02  0.39129E-02
  541    2    0.0449  -17.0683   37.8090  -19.0459  3.428230  3.399010  0.00000E+00  0.63787E-04  0.62646E-01  0.62646E-01
  542    2    0.0449   43.5963  -10.2460    5.7398  3.428230  3.399010  0.00000E+00  0.11608E-04  0.11382E-01  0.11382E-01
  543    2    0.0449   22.6150   19.8973  -33.8330  3.428230  3.399010  0.00000E+00  0.13009E-03  0.12760E+00  0.12760E+00
  544    2    0.0449   11.2263   -8.0677   43.4812  3.428230  3.399010  0.00000E+00  0.17644E-07  0.16949E-04  0.16949E-04
  545    2    0.0449  -36.5983  -25.9836    5.2463  3.428230  3.399010  0.00000E+00  0.12136E-04  0.11900E-01  0.11900E-01
  546    2    0.0449   39.7993  -19.4752   -9.7458  3.428230  3.399010  0.00000E+00  0.43624E-04  0.42798E-01  0.42798E-01
  547    2    0.0449  -21.2380   16.0702  -36.2047  3.428230  3.399010  0.00000E+00  0.16419E-03  0.16090E+00  0.16090E+00
  548    2    0.0449  -43.3446   -1.6797   14.1670  3.428230  3.399010  0.00000E+00  0.32927E-05  0.32307E-02  0.32307E-02
  549    2    0.0449   29.0337  -31.1961   15.1652  3.428230  3.399010  0.00000E+00  0.32684E-05  0.32062E-02  0.32062E-02
  550    2    0.0449   41.4560   16.7081   -6.0046  3.428230  3.399010  0.00000E+00  0.37498E-04  0.36760E-01  0.36760E-01
  551    2    0.0449   11.5456  -27.7461  -34.3817  3.428230  3.399010  0.00000E+00  0.10582E-03  0.10395E+00  0.10395E+00
  552    2    0.0449   39.0879   21.3403   -8.4844  3.428230  3.399010  0.00000E+00  0.40664E-04  0.39888E-01  0.39888E-01
  553    2    0.0449  -41.5188   16.1245   -6.1051  3.428230  3.399010  0.00000E+00  0.39091E-04  0.38318E-01  0.38318E-01
  554    2    0.0449   40.0260    3.4864  -20.5536  3.428230  3.399010  0.00000E+00  0.91207E-04  0.89419E-01  0.89419E-01
  555    2    0.0449   24.6075   37.2635    7.3820  3.428230  3.399010  0.00000E+00  0.91831E-05  0.90059E-02  0.90059E-02
  556    2    0.0449   -5.0186  -29.9032   34.1017  3.428230  3.399010  0.00000E+00  0.10868E-06  0.10629E-03  0.10629E-03
  557    2    0.0449  -20.6253   30.0051  -26.6011  3.428230  3.399010  0.00000E+00  0.11832E-03  0.11598E+00  0.11598E+00
  558    2    0.0449   24.8452   30.7136  -22.5036  3.428230  3.399010  0.00000E+00  0.80818E-04  0.79329E-01  0.79329E-01
  559    2    0.0449   -2.1721   44.1524   11.2766  3.428230  3.399010  0.00000E+00  0.48812E-05  0.47911E-02  0.47911E-02
  560    2    0.0449    9.2098  -42.6714  -11.2116  3.428230  3.399010  0.00000E+00  0.55452E-04  0.54360E-01  0.54360E-01
  561    2    0.0449  -23.0230  -21.5097   32.5342  3.428230  3.399010  0.00000E+00  0.14644E-06  0.14387E-03  0.14387E-03
  562    2    0.0449   -3.3665  -42.0095  -17.2293  3.428230  3.399010  0.00000E+00  0.61613E-04  0.60483E-01  0.60483E-01
  563    2    0.0449   -7.7794   37.8068   23.4224  3.428230  3.399010  0.00000E+00  0.88922E-06  0.87229E-03  0.87229E-03
